"";"Date";"depth";"DO";"year";"month"
"1";2002-01-23;0;11,939555;2002;1
"2";2002-01-23;1;11,9318444827586;2002;1
"3";2002-01-23;2;11,9084333333333;2002;1
"4";2002-01-23;3;11,8854163636364;2002;1
"5";2002-01-23;4;11,84638;2002;1
"6";2002-01-23;5;11,8199931818182;2002;1
"7";2002-01-23;6;11,781516;2002;1
"8";2002-01-23;7;11,7650417391304;2002;1
"9";2002-01-23;8;11,7642795454545;2002;1
"10";2002-01-23;9;11,7460271428571;2002;1
"11";2002-01-23;10;11,7311633333333;2002;1
"12";2002-01-23;11;11,6859686363636;2002;1
"13";2002-01-23;12;11,6573433333333;2002;1
"14";2002-01-23;13;11,6343160869565;2002;1
"15";2002-01-23;14;11,579088;2002;1
"16";2002-01-23;15;11,5560916666667;2002;1
"17";2002-01-23;16;11,5421840909091;2002;1
"18";2002-01-23;17;11,5227038095238;2002;1
"19";2002-01-23;18;11,5202704761905;2002;1
"20";2002-01-23;19;11,4770376190476;2002;1
"21";2002-01-23;20;11,4649295238095;2002;1
"22";2002-01-23;21;11,4345840909091;2002;1
"23";2002-01-23;22;11,4021285;2002;1
"24";2002-01-23;23;11,3457595;2002;1
"25";2002-01-23;24;11,3095626086957;2002;1
"26";2002-01-23;25;11,2672623529412;2002;1
"27";2002-01-23;26;11,1908393333333;2002;1
"28";2002-01-23;27;11,028832;2002;1
"29";2002-01-23;28;10,9335228571429;2002;1
"30";2002-01-23;29;10,8110735714286;2002;1
"31";2002-01-23;30;10,7216964285714;2002;1
"32";2002-01-23;31;10,6026206666667;2002;1
"33";2002-01-23;32;10,55972;2002;1
"34";2002-01-23;33;10,532832;2002;1
"35";2002-01-23;34;10,490554;2002;1
"36";2002-01-23;35;10,4154271428571;2002;1
"37";2002-01-23;36;10,4611106666667;2002;1
"38";2002-01-23;37;10,5538706666667;2002;1
"39";2002-01-23;38;10,410456;2002;1
"40";2002-01-23;39;10,1153118604651;2002;1
"41";2002-01-23;40;10,0655108823529;2002;1
"42";2002-01-23;41;9,7118025;2002;1
"43";2002-01-23;42;8,61155840909091;2002;1
"44";2002-02-27;0;12,2571172727273;2002;2
"45";2002-02-27;1;12,2511124;2002;2
"46";2002-02-27;2;12,265629047619;2002;2
"47";2002-02-27;3;12,2493668181818;2002;2
"48";2002-02-27;4;12,2739204545455;2002;2
"49";2002-02-27;5;12,253652173913;2002;2
"50";2002-02-27;6;12,2488728571429;2002;2
"51";2002-02-27;7;12,2545633333333;2002;2
"52";2002-02-27;8;12,2421391304348;2002;2
"53";2002-02-27;9;12,2713785714286;2002;2
"54";2002-02-27;10;12,2616161904762;2002;2
"55";2002-02-27;11;12,2625081818182;2002;2
"56";2002-02-27;12;12,25993;2002;2
"57";2002-02-27;13;12,2731040909091;2002;2
"58";2002-02-27;14;12,2671376190476;2002;2
"59";2002-02-27;15;12,2490636363636;2002;2
"60";2002-02-27;16;12,2197731818182;2002;2
"61";2002-02-27;17;12,2027919047619;2002;2
"62";2002-02-27;18;12,2465417391304;2002;2
"63";2002-02-27;19;12,2424819047619;2002;2
"64";2002-02-27;20;12,2332525;2002;2
"65";2002-02-27;21;12,2394414285714;2002;2
"66";2002-02-27;22;12,2382119047619;2002;2
"67";2002-02-27;23;12,2355927272727;2002;2
"68";2002-02-27;24;12,2087085714286;2002;2
"69";2002-02-27;25;12,2083166666667;2002;2
"70";2002-02-27;26;12,2105423809524;2002;2
"71";2002-02-27;27;12,2222542857143;2002;2
"72";2002-02-27;28;12,2091276190476;2002;2
"73";2002-02-27;29;12,2183395833333;2002;2
"74";2002-02-27;30;12,2124545;2002;2
"75";2002-02-27;31;12,2052564705882;2002;2
"76";2002-02-27;32;12,22623875;2002;2
"77";2002-02-27;33;12,2404246666667;2002;2
"78";2002-02-27;34;12,2250486666667;2002;2
"79";2002-02-27;35;12,211655;2002;2
"80";2002-02-27;36;12,2127233333333;2002;2
"81";2002-02-27;37;12,207446;2002;2
"82";2002-02-27;38;12,2144233333333;2002;2
"83";2002-02-27;39;12,206184;2002;2
"84";2002-02-27;40;12,214824;2002;2
"85";2002-02-27;41;12,2050313333333;2002;2
"86";2002-02-27;42;12,22366625;2002;2
"87";2002-02-27;43;12,200925;2002;2
"88";2002-03-27;0;12,32654;2002;3
"89";2002-03-27;1;12,3534127272727;2002;3
"90";2002-03-27;2;12,3547016666667;2002;3
"91";2002-03-27;3;12,3490653846154;2002;3
"92";2002-03-27;4;12,3249383333333;2002;3
"93";2002-03-27;5;12,3608627272727;2002;3
"94";2002-03-27;6;12,3253269230769;2002;3
"95";2002-03-27;7;12,3375841666667;2002;3
"96";2002-03-27;8;12,3273108333333;2002;3
"97";2002-03-27;9;12,3047116666667;2002;3
"98";2002-03-27;10;12,326;2002;3
"99";2002-03-27;11;12,3241616666667;2002;3
"100";2002-03-27;12;12,304825;2002;3
"101";2002-03-27;13;12,3005561538462;2002;3
"102";2002-03-27;14;12,2655846153846;2002;3
"103";2002-03-27;15;12,2773384615385;2002;3
"104";2002-03-27;16;12,2788390909091;2002;3
"105";2002-03-27;17;12,2761716666667;2002;3
"106";2002-03-27;18;12,3105981818182;2002;3
"107";2002-03-27;19;12,2920684615385;2002;3
"108";2002-03-27;20;12,3008666666667;2002;3
"109";2002-03-27;21;12,2717036363636;2002;3
"110";2002-03-27;22;12,2924658333333;2002;3
"111";2002-03-27;23;12,2740076923077;2002;3
"112";2002-03-27;24;12,2701316666667;2002;3
"113";2002-03-27;25;12,2847341666667;2002;3
"114";2002-03-27;26;12,2901041666667;2002;3
"115";2002-03-27;27;12,2414838461538;2002;3
"116";2002-03-27;28;12,2420008333333;2002;3
"117";2002-03-27;29;12,2477041666667;2002;3
"118";2002-03-27;30;12,2347946153846;2002;3
"119";2002-03-27;31;12,2235716666667;2002;3
"120";2002-03-27;32;12,2017942857143;2002;3
"121";2002-03-27;33;12,2114118181818;2002;3
"122";2002-03-27;34;12,2144076923077;2002;3
"123";2002-03-27;35;12,2119458333333;2002;3
"124";2002-03-27;36;12,2068830769231;2002;3
"125";2002-03-27;37;12,2015808333333;2002;3
"126";2002-03-27;38;12,2114946153846;2002;3
"127";2002-03-27;39;12,2040558333333;2002;3
"128";2002-03-27;40;12,2073923076923;2002;3
"129";2002-03-27;41;12,1679058333333;2002;3
"130";2002-03-27;42;12,1653125;2002;3
"131";2002-04-17;0;14,7153165517241;2002;4
"132";2002-04-17;1;14,5586938461538;2002;4
"133";2002-04-17;2;13,5295933333333;2002;4
"134";2002-04-17;3;13,382397826087;2002;4
"135";2002-04-17;4;13,2166609090909;2002;4
"136";2002-04-17;5;13,0987482608696;2002;4
"137";2002-04-17;6;12,9423618181818;2002;4
"138";2002-04-17;7;12,6403786956522;2002;4
"139";2002-04-17;8;12,4679573913043;2002;4
"140";2002-04-17;9;12,4087986363636;2002;4
"141";2002-04-17;10;12,3603756521739;2002;4
"142";2002-04-17;11;12,2690356521739;2002;4
"143";2002-04-17;12;12,219221875;2002;4
"144";2002-04-17;13;12,12491875;2002;4
"145";2002-04-17;14;12,029905625;2002;4
"146";2002-04-17;15;11,93917125;2002;4
"147";2002-04-17;16;11,8953641176471;2002;4
"148";2002-04-17;17;11,88678875;2002;4
"149";2002-04-17;18;11,8524088235294;2002;4
"150";2002-04-17;19;11,821994375;2002;4
"151";2002-04-17;20;11,816418;2002;4
"152";2002-04-17;21;11,77918;2002;4
"153";2002-04-17;22;11,7706925;2002;4
"154";2002-04-17;23;11,7558308333333;2002;4
"155";2002-04-17;24;11,7382533333333;2002;4
"156";2002-04-17;25;11,7234733333333;2002;4
"157";2002-04-17;26;11,6806423076923;2002;4
"158";2002-04-17;27;11,5991275;2002;4
"159";2002-04-17;28;11,5930916666667;2002;4
"160";2002-04-17;29;11,5566492307692;2002;4
"161";2002-04-17;30;11,5519161538462;2002;4
"162";2002-04-17;31;11,5550346153846;2002;4
"163";2002-04-17;32;11,5258761538462;2002;4
"164";2002-04-17;33;11,4597941666667;2002;4
"165";2002-04-17;34;11,2963730769231;2002;4
"166";2002-04-17;35;11,30118;2002;4
"167";2002-04-17;36;11,2961184615385;2002;4
"168";2002-04-17;37;11,3443591666667;2002;4
"169";2002-04-17;38;11,262296875;2002;4
"170";2002-04-17;39;11,142054;2002;4
"171";2002-04-17;40;11,0554566666667;2002;4
"172";2002-04-17;41;10,9092952941176;2002;4
"173";2002-04-17;42;10,7191495522388;2002;4
"174";2002-05-13;0;15,2812796153846;2002;5
"175";2002-05-13;1;15,6612405882353;2002;5
"176";2002-05-13;2;16,1907196551724;2002;5
"177";2002-05-13;3;15,7581129032258;2002;5
"178";2002-05-13;4;15,0888025;2002;5
"179";2002-05-13;5;14,363594137931;2002;5
"180";2002-05-13;6;13,1177403703704;2002;5
"181";2002-05-13;7;11,651024;2002;5
"182";2002-05-13;8;10,9858217857143;2002;5
"183";2002-05-13;9;10,4563135714286;2002;5
"184";2002-05-13;10;10,1836877777778;2002;5
"185";2002-05-13;11;10,0897331818182;2002;5
"186";2002-05-13;12;10,0631919047619;2002;5
"187";2002-05-13;13;10,0076765;2002;5
"188";2002-05-13;14;10,0191288888889;2002;5
"189";2002-05-13;15;9,9267675;2002;5
"190";2002-05-13;16;9,87260388888889;2002;5
"191";2002-05-13;17;9,90160157894737;2002;5
"192";2002-05-13;18;9,944195625;2002;5
"193";2002-05-13;19;9,9783;2002;5
"194";2002-05-13;20;9,95421277777778;2002;5
"195";2002-05-13;21;9,79359533333333;2002;5
"196";2002-05-13;22;9,85339888888889;2002;5
